src,dst,type
pholitaw,granillocarlos,mention
pholitaw,guatemalagob,mention
pholitaw,traficogt,mention
pholitaw,granillocarlos,reply
cc_abogado,mamenaldo,mention
cc_abogado,traficogt,mention
cc_abogado,mamenaldo,reply
_guisii,lanegrisgt,mention
_guisii,traficogt,mention
_guisii,lanegrisgt,reply
licopatron,rherreramarmol,mention
licopatron,traficogt,mention
licopatron,rherreramarmol,reply
gioes70,jovannagarcon,mention
gioes70,traficogt,mention
gioes70,jovannagarcon,reply
licopatron,mamenaldo,mention
licopatron,traficogt,mention
licopatron,mamenaldo,reply
luiszakpa,traficogt,mention
luiszakpa,traficogt,reply
josecmax2,_guisii,mention
josecmax2,lanegrisgt,mention
josecmax2,traficogt,mention
josecmax2,_guisii,reply
marioantillon2,drgiammattei,mention
marioantillon2,granillocarlos,mention
marioantillon2,guatemalagob,mention
marioantillon2,traficogt,mention
marioantillon2,granillocarlos,reply
victorp32180872,traficogt,mention
victorp32180872,traficogt,reply
chuksbarrientos,mamenaldo,mention
chuksbarrientos,traficogt,mention
chuksbarrientos,mamenaldo,reply
luismoralesgt,noficciongt,mention
luismoralesgt,traficogt,mention
luismoralesgt,noficciongt,reply
luismoralesgt,noficciongt,mention
luismoralesgt,traficogt,mention
luismoralesgt,noficciongt,reply
factor4_gt,pncdeguatemala,mention
martayaque,jlfont001,mention
martayaque,traficogt,mention
martayaque,jlfont001,reply
hecthorcv,prensacomunitar,mention
hecthorcv,traficogt,mention
hecthorcv,prensacomunitar,reply
garciwaldemar,ferdymontepeque,mention
garciwaldemar,traficogt,mention
garciwaldemar,ferdymontepeque,reply
alex290621,_chrisguti,mention
alex290621,agenciaocote,mention
alex290621,traficogt,mention
alex290621,agenciaocote,reply
kroldegarcia,traficogt,mention
kroldegarcia,traficogt,reply
giovanicuellar7,traficogt,mention
giovanicuellar7,traficogt,reply
kannil,pialaperiodista,mention
kannil,quorumgt,mention
kannil,traficogt,mention
kannil,quorumgt,reply
502betty,densetsuii,mention
502betty,traficogt,mention
502betty,densetsuii,reply
_ojoconmipisto,drgiammattei,mention
bianch_castillo,pialaperiodista,mention
bianch_castillo,quorumgt,mention
bianch_castillo,traficogt,mention
bianch_castillo,quorumgt,reply
kincho95,traficogt,mention
kincho95,traficogt,reply
cubomarketing2,brendah2o66,mention
cubomarketing2,hecthorcv,mention
cubomarketing2,prensacomunitar,mention
cubomarketing2,traficogt,mention
cubomarketing2,hecthorcv,reply
d_mndzz,davidishosi,mention
d_mndzz,davidishosi,reply
mario1968lopez,traficogt,mention
mario1968lopez,traficogt,reply
a_saenz50,traficogt,mention
a_saenz50,traficogt,reply
jeremygd95,traficogt,mention
jeremygd95,traficogt,reply
eliezerpinist,traficogt,mention
eliezerpinist,traficogt,reply
hectordavila10,traficogt,mention
hectordavila10,traficogt,reply
bayronortega68,traficogt,mention
bayronortega68,traficogt,reply
mr_rocky83,traficogt,mention
mr_rocky83,traficogt,reply
donalvarado15,traficogt,mention
donalvarado15,traficogt,reply
the_msnm,drgiammattei,mention
the_msnm,mmendoza_gt,mention
the_msnm,traficogt,mention
the_msnm,mmendoza_gt,reply
melvynjosue,drgiammattei,mention
melvynjosue,mmendoza_gt,mention
melvynjosue,traficogt,mention
melvynjosue,mmendoza_gt,reply
annymendez77,prensacomunitar,mention
annymendez77,traficogt,mention
annymendez77,prensacomunitar,reply
dannmeister90,drgiammattei,mention
dannmeister90,luisvonahn,mention
dannmeister90,mmendoza_gt,mention
dannmeister90,mmendoza_gt,reply
marvinrecinos66,drgiammattei,mention
marvinrecinos66,garridohigueros,mention
marvinrecinos66,mmendoza_gt,mention
marvinrecinos66,traficogt,mention
marvinrecinos66,garridohigueros,reply
eliezerpinist,almagro_oea2015,mention
eliezerpinist,traficogt,mention
eliezerpinist,eliezerpinist,reply
_covidiano,drgiammattei,mention
_covidiano,garridohigueros,mention
_covidiano,mmendoza_gt,mention
_covidiano,traficogt,mention
_covidiano,garridohigueros,reply
bianch_castillo,drgiammattei,mention
bianch_castillo,espinoza_yos,mention
bianch_castillo,mmendoza_gt,mention
bianch_castillo,traficogt,mention
bianch_castillo,espinoza_yos,reply
isaalvillatoro_,_guisii,mention
isaalvillatoro_,lanegrisgt,mention
isaalvillatoro_,traficogt,mention
isaalvillatoro_,_guisii,reply
eliezerpinist,drgiammattei,mention
eliezerpinist,melvynjosue,mention
eliezerpinist,mmendoza_gt,mention
eliezerpinist,traficogt,mention
eliezerpinist,melvynjosue,reply
licopatron,carestg,mention
licopatron,drgiammattei,mention
licopatron,mmendoza_gt,mention
licopatron,traficogt,mention
licopatron,carestg,reply
algdelopez,rodriadeur,mention
algdelopez,traficogt,mention
algdelopez,rodriadeur,reply
angeln8,jlfont001,mention
angeln8,traficogt,mention
angeln8,jlfont001,reply
pastorajcastro,drgiammattei,mention
pastorajcastro,garridohigueros,mention
pastorajcastro,mmendoza_gt,mention
pastorajcastro,traficogt,mention
pastorajcastro,garridohigueros,reply
angeln8,elbencho_gt,mention
angeln8,soy_502,mention
angeln8,traficogt,mention
angeln8,traficogt,reply
emersoncrcamo2,drgiammattei,mention
emersoncrcamo2,espinoza_yos,mention
emersoncrcamo2,mmendoza_gt,mention
emersoncrcamo2,traficogt,mention
emersoncrcamo2,espinoza_yos,reply
martayaque,drgiammattei,mention
martayaque,luisalemus49,mention
martayaque,mmendoza_gt,mention
martayaque,traficogt,mention
martayaque,luisalemus49,reply
martayaque,drgiammattei,mention
martayaque,mmendoza_gt,mention
martayaque,traficogt,mention
martayaque,wguillen822,mention
martayaque,wguillen822,reply
fernadvives,arnulfoagusting,mention
fernadvives,manfredoguate,mention
fernadvives,prensa_libre,mention
fernadvives,radiofiesta3,mention
fernadvives,ronald_mackay,mention
fernadvives,samuel_pz,mention
fernadvives,traficogt,mention
fernadvives,arnulfoagusting,reply
flixgar77736683,prensacomunitar,mention
flixgar77736683,traficogt,mention
flixgar77736683,prensacomunitar,reply
enrique5603,traficogt,mention
enrique5603,traficogt,reply
donalvarado15,noficciongt,mention
donalvarado15,traficogt,mention
donalvarado15,noficciongt,reply
miss_pattygt,apariciolopezde,mention
miss_pattygt,traficogt,mention
miss_pattygt,apariciolopezde,reply
anameri71677244,traficogt,mention
anameri71677244,traficogt,reply
sininfluencer,jeanellydvg,mention
sininfluencer,soyleslyh,mention
sininfluencer,traficogt,mention
sininfluencer,soyleslyh,reply
analucia_garcia,hatecorruptos,mention
analucia_garcia,jovannagarcon,mention
analucia_garcia,traficogt,mention
analucia_garcia,hatecorruptos,reply
sininfluencer,drgiammattei,mention
sininfluencer,lanegrisgt,mention
sininfluencer,traficogt,mention
sininfluencer,lanegrisgt,reply
angeln8,ricigt1,mention
angeln8,traficogt,mention
angeln8,ricigt1,reply
maritomarsch,jovannagarcon,mention
maritomarsch,mingobguate,mention
maritomarsch,traficogt,mention
maritomarsch,jovannagarcon,reply
mendezfig,guatemalagob,mention
mendezfig,mingobguate,mention
mendezfig,mpguatemala,mention
mendezfig,prensacomunitar,mention
mendezfig,traficogt,mention
mendezfig,prensacomunitar,reply
c8f9a667e131454,jovannagarcon,mention
c8f9a667e131454,traficogt,mention
c8f9a667e131454,jovannagarcon,reply
a91_targaryen,laurafmarroquin,mention
a91_targaryen,taniafigueabad,mention
a91_targaryen,traficogt,mention
a91_targaryen,taniafigueabad,reply
nandwich,drgiammattei,mention
nandwich,jgramajo_soy502,mention
nandwich,traficogt,mention
nandwich,jgramajo_soy502,reply
edsonarioni,pncdeguatemala,mention
edsonarioni,traficogt,mention
edsonarioni,traficogt,reply
lavalesg,anongtreloaded,mention
lavalesg,noficciongt,mention
lavalesg,traficogt,mention
lavalesg,noficciongt,reply
hellboy17oc,carestg,mention
hellboy17oc,drgiammattei,mention
hellboy17oc,mmendoza_gt,mention
hellboy17oc,traficogt,mention
hellboy17oc,carestg,reply
violev,traficogt,mention
violev,traficogt,reply
adnjernimo1,mmendoza_gt,mention
adnjernimo1,traficogt,mention
adnjernimo1,mmendoza_gt,reply
pabloortizmili1,traficogt,mention
pabloortizmili1,traficogt,reply
scheherezade_79,drgiammattei,mention
scheherezade_79,jgramajo_soy502,mention
scheherezade_79,traficogt,mention
scheherezade_79,jgramajo_soy502,reply
lavalesg,drgiammattei,mention
lavalesg,jgramajo_soy502,mention
lavalesg,traficogt,mention
lavalesg,jgramajo_soy502,reply
gagarcias3371,_cnegt,mention
gagarcias3371,traficogt,mention
gagarcias3371,_cnegt,reply
rafa_mal0072,drgiammattei,mention
aida_gp,_vaclavmasek,mention
aida_gp,traficogt,mention
aida_gp,_vaclavmasek,reply
camtroussard,_guisii,mention
camtroussard,lanegrisgt,mention
camtroussard,traficogt,mention
camtroussard,_guisii,reply
giovanottigt,laurafmarroquin,mention
giovanottigt,traficogt,mention
giovanottigt,zeusjustice771,mention
giovanottigt,zeusjustice771,reply
jeremygd95,traficogt,mention
jeremygd95,traficogt,reply
juamanlogt,traficogt,mention
juamanlogt,traficogt,reply
kroldegarcia,traficogt,mention
kroldegarcia,traficogt,reply
iovittor,cacifguatemala,mention
iovittor,drgiammattei,mention
iovittor,mpguatemala,mention
iovittor,rafa_mal0072,mention
iovittor,traficogt,mention
iovittor,rafa_mal0072,reply
alexricoflores3,kennethmz,mention
alexricoflores3,soyusac,mention
alexricoflores3,traficogt,mention
alexricoflores3,kennethmz,reply
normaoc54376984,jovannagarcon,mention
normaoc54376984,traficogt,mention
normaoc54376984,jovannagarcon,reply
dannyalarcon160,mmendoza_gt,mention
dannyalarcon160,mpguatemala,mention
dannyalarcon160,traficogt,mention
dannyalarcon160,mmendoza_gt,reply
rita_vs,drgiammattei,mention
rita_vs,mmendoza_gt,mention
rita_vs,the_msnm,mention
rita_vs,traficogt,mention
rita_vs,the_msnm,reply
marvinecgarcia,traficogt,mention
marvinecgarcia,traficogt,reply
carlosrgodoyl1,amilcarmontejo,mention
carlosrgodoyl1,traficogt,mention
carlosrgodoyl1,carlosrgodoyl1,reply
dragongt2022,_guisii,mention
dragongt2022,josecmax2,mention
dragongt2022,lanegrisgt,mention
dragongt2022,traficogt,mention
dragongt2022,josecmax2,reply
dragongt2022,_guisii,mention
dragongt2022,lanegrisgt,mention
dragongt2022,traficogt,mention
dragongt2022,_guisii,reply
rickyr7,ramiromz,mention
rickyr7,traficogt,mention
rickyr7,ramiromz,reply
xinit17687372,hsanchezgt,mention
xinit17687372,traficogt,mention
xinit17687372,usacenlinea,mention
xinit17687372,hsanchezgt,reply
eedlb,carlosrkestler,mention
eedlb,traficogt,mention
eedlb,carlosrkestler,reply
zarahlu,hellboy17oc,mention
zarahlu,jocasbe,mention
zarahlu,traficogt,mention
zarahlu,hellboy17oc,reply
srodas24,hshetemul,mention
srodas24,traficogt,mention
srodas24,hshetemul,reply
pfacticos,carlosrkestler,mention
pfacticos,traficogt,mention
pfacticos,carlosrkestler,reply
fredycarrera10,hshetemul,mention
fredycarrera10,traficogt,mention
fredycarrera10,hshetemul,reply
palmasi1,traficogt,mention
palmasi1,traficogt,reply
minominito,traficogt,mention
minominito,traficogt,reply
dulkelheit,hshetemul,mention
dulkelheit,srodas24,mention
dulkelheit,traficogt,mention
dulkelheit,srodas24,reply
paoh666_,_vaclavmasek,mention
paoh666_,aida_gp,mention
paoh666_,traficogt,mention
paoh666_,aida_gp,reply
antoniocacoj,traficogt,mention
antoniocacoj,traficogt,reply
iovittor,alex_balsells,mention
iovittor,traficogt,mention
iovittor,alex_balsells,reply
lopezguamuch,alex_balsells,mention
lopezguamuch,traficogt,mention
lopezguamuch,alex_balsells,reply
iovittor,alex_balsells,mention
iovittor,traficogt,mention
iovittor,alex_balsells,reply
iovittor,rafa_mal0072,mention
iovittor,traficogt,mention
iovittor,rafa_mal0072,reply
edberb,alex_balsells,mention
edberb,traficogt,mention
edberb,alex_balsells,reply
qj6d6q7rqw,alex_balsells,mention
qj6d6q7rqw,traficogt,mention
qj6d6q7rqw,alex_balsells,reply
batallonjalapa,estuardosc,mention
batallonjalapa,traficogt,mention
batallonjalapa,estuardosc,reply
licopatron,darwinhk,mention
licopatron,traficogt,mention
licopatron,darwinhk,reply
mvtrooper,fdezgmo,mention
mvtrooper,traficogt,mention
mvtrooper,fdezgmo,reply
edberb,alex_balsells,mention
edberb,traficogt,mention
edberb,alex_balsells,reply
lindo_pinky,alex_balsells,mention
lindo_pinky,traficogt,mention
lindo_pinky,alex_balsells,reply
edberb,barevalodeleon,mention
edberb,concriteriogt,mention
edberb,msemillagt,mention
edberb,traficogt,mention
edberb,msemillagt,reply
pfacticos,barevalodeleon,mention
pfacticos,concriteriogt,mention
pfacticos,msemillagt,mention
pfacticos,traficogt,mention
pfacticos,msemillagt,reply
silvia13fernand,pedgar05,mention
silvia13fernand,traficogt,mention
silvia13fernand,pedgar05,reply
batallonjalapa,pedgar05,mention
batallonjalapa,traficogt,mention
batallonjalapa,pedgar05,reply
paozoey2,barevalodeleon,mention
paozoey2,concriteriogt,mention
paozoey2,msemillagt,mention
paozoey2,traficogt,mention
paozoey2,msemillagt,reply
garcia_buf85342,traficogt,mention
garcia_buf85342,traficogt,reply
julioajordan,pedgar05,mention
julioajordan,traficogt,mention
julioajordan,pedgar05,reply
d_lnaa,traficogt,mention
d_lnaa,traficogt,reply
aztecanoticiagt,arlettg_,mention
aztecanoticiagt,aztecanoticiagt,reply
ariefialko,traficogt,mention
ariefialko,traficogt,reply
simplyvidal1,traficogt,mention
simplyvidal1,traficogt,reply
laviejaalegona1,bensywulka,mention
laviejaalegona1,concriteriogt,mention
laviejaalegona1,jlfont001,mention
laviejaalegona1,msemillagt,mention
laviejaalegona1,traficogt,mention
laviejaalegona1,jlfont001,reply
caalcatun,traficogt,mention
caalcatun,traficogt,reply
isaub2,pablohdez_,mention
isaub2,traficogt,mention
isaub2,pablohdez_,reply
antulioeliaseg,kennethmz,mention
antulioeliaseg,soyusac,mention
antulioeliaseg,traficogt,mention
antulioeliaseg,kennethmz,reply
rh6115,jksandoval_,mention
rh6115,traficogt,mention
rh6115,jksandoval_,reply
mario19744108,traficogt,mention
mario19744108,traficogt,reply
nelcast22,juanmaasturias,mention
nelcast22,traficogt,mention
nelcast22,juanmaasturias,reply
hellboy17oc,jocasbe,mention
hellboy17oc,traficogt,mention
hellboy17oc,zarahlu,mention
hellboy17oc,zarahlu,reply
hellboy17oc,traficogt,mention
hellboy17oc,traficogt,reply
plazapublicagt,drgiammattei,mention
alvaroarzue,barevalodeleon,mention
marvinbarrios22,traficogt,mention
marvinbarrios22,traficogt,reply
gatina777,drgiammattei,mention
gatina777,fundebase,mention
gatina777,prensacomunitar,mention
gatina777,traficogt,mention
gatina777,prensacomunitar,reply
elsamhroque,arlettg_,mention
elsamhroque,aztecanoticiagt,mention
elsamhroque,traficogt,mention
elsamhroque,aztecanoticiagt,reply
jessi11salazar,arlettg_,mention
jessi11salazar,aztecanoticiagt,mention
jessi11salazar,traficogt,mention
jessi11salazar,aztecanoticiagt,reply
titoflores1973,prensacomunitar,mention
titoflores1973,traficogt,mention
titoflores1973,prensacomunitar,reply
rg550awmendoza,traficogt,mention
rg550awmendoza,traficogt,reply
mpgaleano,prensacomunitar,mention
mpgaleano,traficogt,mention
mpgaleano,prensacomunitar,reply
erwinrobles2,traficogt,mention
erwinrobles2,traficogt,reply
aztecanoticiagt,marcoscahuex___,mention
francis_hieza88,kennethmz,mention
francis_hieza88,soyusac,mention
francis_hieza88,traficogt,mention
francis_hieza88,kennethmz,reply
hellboy17oc,traficogt,mention
hellboy17oc,traficogt,reply
srodas24,traficogt,mention
srodas24,traficogt,reply
fjorellanaa,marieloscm,mention
fjorellanaa,traficogt,mention
fjorellanaa,marieloscm,reply
srodas24,guss_marro,mention
srodas24,traficogt,mention
srodas24,guss_marro,reply
gabzm03,guss_marro,mention
gabzm03,traficogt,mention
gabzm03,guss_marro,reply
prensacomunitar,ejercito_gt,mention
prensacomunitar,pncdeguatemala,mention
silviagarciah,agenciaocote,mention
silviagarciah,davidck7,mention
silviagarciah,traficogt,mention
silviagarciah,agenciaocote,reply
docgesh,traficogt,mention
docgesh,traficogt,reply
silviagarciah,prensacomunitar,mention
silviagarciah,traficogt,mention
silviagarciah,prensacomunitar,reply
iovittor,prensacomunitar,mention
iovittor,traficogt,mention
iovittor,prensacomunitar,reply
edberb,agenciaocote,mention
edberb,davidck7,mention
edberb,traficogt,mention
edberb,agenciaocote,reply
dicledafar,mauech,mention
dicledafar,traficogt,mention
dicledafar,traficogt,reply
murusho1978,guss_marro,mention
murusho1978,traficogt,mention
murusho1978,guss_marro,reply
kavernikola1956,mmendoza_gt,mention
kavernikola1956,traficogt,mention
kavernikola1956,mmendoza_gt,reply
xajo1970,canalantigua,mention
xajo1970,traficogt,mention
xajo1970,canalantigua,reply
prensacomunitar,flordeapio,mention
navy_shock,traficogt,mention
navy_shock,navy_shock,reply
emersoncrcamo2,ejercito_gt,mention
emersoncrcamo2,factor4_gt,mention
emersoncrcamo2,sansebastiangua,mention
emersoncrcamo2,traficogt,mention
emersoncrcamo2,factor4_gt,reply
honeybadgergt,traficogt,mention
honeybadgergt,traficogt,reply
guacamolconsal,kavernikola1956,mention
guacamolconsal,mmendoza_gt,mention
guacamolconsal,traficogt,mention
guacamolconsal,kavernikola1956,reply
mesas752066,traficogt,mention
mesas752066,traficogt,reply
jetazz,traficogt,mention
jetazz,traficogt,reply
elebon201,amilcarmontejo,mention
elebon201,camperogt,mention
elebon201,emisorasunidas,mention
elebon201,lahoragt,mention
elebon201,lord_mirtilius,mention
elebon201,mmendoza_gt,mention
elebon201,prensa_libre,mention
elebon201,susanamorazan,mention
elebon201,traficogt,mention
elebon201,lord_mirtilius,reply
yankees20051968,ejercito_gt,mention
yankees20051968,pncdeguatemala,mention
yankees20051968,prensacomunitar,mention
yankees20051968,traficogt,mention
yankees20051968,ymarkot,mention
yankees20051968,ymarkot,reply
jlfont001,drgiammattei,mention
jlfont001,drgiammattei,reply
paul2fue4,amilcarmontejo,mention
paul2fue4,camperogt,mention
paul2fue4,emisorasunidas,mention
paul2fue4,lahoragt,mention
paul2fue4,lord_mirtilius,mention
paul2fue4,mmendoza_gt,mention
paul2fue4,prensa_libre,mention
paul2fue4,susanamorazan,mention
paul2fue4,traficogt,mention
paul2fue4,lord_mirtilius,reply
sergio88606888,agenciaocote,mention
sergio88606888,amedinillap,mention
sergio88606888,mpguatemala,mention
sergio88606888,traficogt,mention
sergio88606888,agenciaocote,reply
yankees20051968,agenciaocote,mention
yankees20051968,gilbertoonoj,mention
yankees20051968,traficogt,mention
yankees20051968,agenciaocote,reply
guacamolconsal,traficogt,mention
guacamolconsal,traficogt,reply
prensacomunitar,acguatemala,mention
cmendeza,cc_guatemala,mention
cmendeza,msemillagt,mention
rickyr7,ejercito_gt,mention
rickyr7,pedgar05,mention
rickyr7,traficogt,mention
rickyr7,pedgar05,reply
traficogt,drgiammattei,mention
traficogt,luisvonahn,mention
traficogt,luisvonahn,reply
slcharl2,drgiammattei,mention
slcharl2,luisvonahn,mention
slcharl2,traficogt,mention
slcharl2,traficogt,reply
belen_barillas,justiciayagt,mention
belen_barillas,justiciayagt,reply
andream77rl,lahoragt,mention
