src,dst,type
siniacal_97,barevalodeleon,mention
siniacal_97,barevalodeleon,reply
papaabumario,barevalodeleon,mention
papaabumario,linusvallejo,mention
papaabumario,mpguatemala,mention
papaabumario,santipalomov,mention
papaabumario,ubaldomacu,mention
papaabumario,ubaldomacu,reply
tumbadorense,barevalodeleon,mention
tumbadorense,marnguate,mention
tumbadorense,msemillagt,mention
tumbadorense,muniguate,mention
tumbadorense,pattyo502,mention
tumbadorense,rquinonezl,mention
tumbadorense,wwf_mar,mention
gersonmh90,barevalodeleon,mention
gersonmh90,barevalodeleon,reply
florentino_rs95,barevalodeleon,mention
florentino_rs95,jmenkos,mention
florentino_rs95,minfingt,mention
florentino_rs95,minfingt,reply
celsanti23,_spguatemala,mention
celsanti23,barevalodeleon,mention
celsanti23,diariodeca,mention
celsanti23,dtransitopnc,mention
celsanti23,fjimenezmingob,mention
celsanti23,guatemalagob,mention
celsanti23,mingobguate,mention
celsanti23,pncdeguatemala,mention
celsanti23,fjimenezmingob,reply
celsanti23,_spguatemala,mention
celsanti23,barevalodeleon,mention
celsanti23,diariodeca,mention
celsanti23,dtransitopnc,mention
celsanti23,fjimenezmingob,mention
celsanti23,guatemalagob,mention
celsanti23,mingobguate,mention
celsanti23,pncdeguatemala,mention
celsanti23,fjimenezmingob,reply
celsanti23,_spguatemala,mention
celsanti23,alejand09098718,mention
celsanti23,barevalodeleon,mention
celsanti23,diariodeca,mention
celsanti23,dtransitopnc,mention
celsanti23,fjimenezmingob,mention
celsanti23,guatemalagob,mention
celsanti23,mingobguate,mention
celsanti23,pncdeguatemala,mention
celsanti23,alejand09098718,reply
kiwiiiigaby,barevalodeleon,mention
kiwiiiigaby,drewzecena,mention
kiwiiiigaby,drewzecena,reply
barbarasierra10,barevalodeleon,mention
barbarasierra10,karinherreravp,mention
amadis_reyes11,barevalodeleon,mention
amadis_reyes11,barevalodeleon,reply
prisluzbe,barevalodeleon,mention
prisluzbe,barevalodeleon,reply
alexdel92022343,barevalodeleon,mention
alexdel92022343,royalvaradogt,mention
alexdel92022343,royalvaradogt,reply
82pagan,barevalodeleon,mention
82pagan,barevalodeleon,reply
moralesjosea21,aralgo49,mention
moralesjosea21,barevalodeleon,mention
moralesjosea21,aralgo49,reply
romero_luisg,barevalodeleon,mention
romero_luisg,barevalodeleon,reply
mouseztar,barevalodeleon,mention
mouseztar,felixsinexcusas,mention
mouseztar,guatemalagob,mention
mouseztar,rafaelae1967,mention
mouseztar,rafaelae1967,reply
josue_myron,barevalodeleon,mention
josue_myron,drewzecena,mention
josue_myron,drewzecena,reply
d_97p,agn_noticias,mention
d_97p,barevalodeleon,mention
d_97p,chatagira,mention
d_97p,diariodeca,mention
d_97p,fjimenezmingob,mention
d_97p,guatemalagob,mention
d_97p,mingobguate,mention
d_97p,pncdeguatemala,mention
d_97p,radio_tgw,mention
d_97p,fjimenezmingob,reply
elsprintfinal,barevalodeleon,mention
elsprintfinal,nayibbukele,mention
visioninternaci,barevalodeleon,mention
visioninternaci,c_smaldonado,mention
visioninternaci,elpais_america,mention
visioninternaci,vicentecarrera_,mention
visioninternaci,vicentecarrera_,reply
elyquintana3,barevalodeleon,mention
elyquintana3,drewzecena,mention
elyquintana3,drewzecena,reply
ialmgg,barevalodeleon,mention
ialmgg,elquenews,mention
ialmgg,fjimenezmingob,mention
ialmgg,elquenews,reply
juanpac24983434,barevalodeleon,mention
juanpac24983434,guatemalagob,mention
juanpac24983434,marcoarbencista,mention
juanpac24983434,ubaldomacu,mention
juanpac24983434,marcoarbencista,reply
mrdogo35,barevalodeleon,mention
mrdogo35,guatemalagob,mention
enrique91598012,bancadasemilla,mention
enrique91598012,barevalodeleon,mention
enrique91598012,drgiammattei,mention
enrique91598012,juanandrescog,mention
enrique91598012,vicentecarrera_,mention
enrique91598012,vicentecarrera_,reply
salquevedo,barevalodefake,mention
salquevedo,barevalodeleon,mention
salquevedo,noti7guatemala,mention
salquevedo,noti7guatemala,reply
soyelvendedorx,barevalodeleon,mention
soyelvendedorx,guatemalagob,mention
soyelvendedorx,mariamartaumaa1,mention
soyelvendedorx,ubaldomacu,mention
soyelvendedorx,mariamartaumaa1,reply
guatemalagob,barevalodeleon,mention
gtliberta35774,barevalodeleon,mention
gtliberta35774,felixsinexcusas,mention
gtliberta35774,guatemalagob,mention
gtliberta35774,rafaelae1967,mention
gtliberta35774,rafaelae1967,reply
gtliberta35774,barevalodeleon,mention
gtliberta35774,felixsinexcusas,mention
gtliberta35774,gdialectico,mention
gtliberta35774,guatemalagob,mention
gtliberta35774,rafaelae1967,mention
gtliberta35774,gdialectico,reply
lainibakura,barevalodeleon,mention
lainibakura,boj_ito,mention
lainibakura,discosbeagle,mention
lainibakura,rquinonezl,mention
lainibakura,boj_ito,reply
casia_daniel,barevalodeleon,mention
casia_daniel,drewzecena,mention
casia_daniel,drewzecena,reply
georgeonyt,_spguatemala,mention
georgeonyt,barevalodeleon,mention
georgeonyt,diariodeca,mention
georgeonyt,dtransitopnc,mention
georgeonyt,fjimenezmingob,mention
georgeonyt,guatemalagob,mention
georgeonyt,mingobguate,mention
georgeonyt,pncdeguatemala,mention
georgeonyt,fjimenezmingob,reply
willie_figueroa,barevalodeleon,mention
willie_figueroa,guatemalagob,mention
willie_figueroa,guatemalagob,reply
ellaramrez3,barevalodeleon,mention
ellaramrez3,guatemalagob,mention
ellaramrez3,guatemalagob,reply
noetineco,_spguatemala,mention
noetineco,barevalodeleon,mention
noetineco,diariodeca,mention
noetineco,dtransitopnc,mention
noetineco,fjimenezmingob,mention
noetineco,guatemalagob,mention
noetineco,mingobguate,mention
noetineco,pncdeguatemala,mention
noetineco,fjimenezmingob,reply
vvj_gt,barevalodeleon,mention
vvj_gt,fjimenezmingob,mention
vvj_gt,vichoguate,mention
vvj_gt,vichoguate,reply
vequedeahuevo,barevalodeleon,mention
vequedeahuevo,guatemalagob,mention
vequedeahuevo,karinherreravp,mention
vequedeahuevo,viceguatemala,mention
vequedeahuevo,karinherreravp,reply
jorgecuevas75,barevalodeleon,mention
jorgecuevas75,karinherreravp,mention
jorgecuevas75,mpguatemala,mention
jorgecuevas75,ubaldomacu,mention
jorgecuevas75,ubaldomacu,reply
vicentecarrera_,barevalodeleon,mention
vicentecarrera_,chatagira,mention
darwinboanerges,barevalodeleon,mention
darwinboanerges,barevalodeleon,reply
ositapanda9,barevalodeleon,mention
ositapanda9,evelynmorataya,mention
ositapanda9,joaquin_barnoya,mention
ositapanda9,josechic86,mention
ositapanda9,barevalodeleon,reply
rarsa2,barevalodeleon,mention
rarsa2,guatemalagob,mention
rarsa2,guatemalagob,reply
jorgealberto365,barevalodeleon,mention
jorgealberto365,guatemalagob,mention
jorgealberto365,ubaldomacu,mention
jorgealberto365,ubaldomacu,reply
erroresgt,barevalodeleon,mention
erroresgt,cmendeza,mention
erroresgt,jczamora,mention
erroresgt,jlfont001,mention
erroresgt,lahoragt,mention
erroresgt,marielosmonzon,mention
erroresgt,mmendoza_gt,mention
erroresgt,ojguatemala,mention
erroresgt,orellanafredy1,mention
erroresgt,pacogoldman,mention
erroresgt,plazapublicagt,mention
erroresgt,prensacomunitar,mention
erroresgt,jczamora,reply
adolfof92932835,barevalodeleon,mention
adolfof92932835,guatemalagob,mention
adolfof92932835,guatemalagob,reply
ekribe_keribe,barevalodeleon,mention
ekribe_keribe,felixsinexcusas,mention
ekribe_keribe,guatemalagob,mention
ekribe_keribe,rafaelae1967,mention
ekribe_keribe,rafaelae1967,reply
alemarro1991,alegutierrezv,mention
alemarro1991,barevalodeleon,mention
alemarro1991,j_alexvaldez,mention
alemarro1991,jodyreporta,mention
alemarro1991,karinherreravp,mention
alemarro1991,kimyorion,mention
alemarro1991,luchopo81993102,mention
alemarro1991,ojguatemala,mention
alemarro1991,orellanafredy1,mention
alemarro1991,pgnguatemala,mention
alemarro1991,quiquegodoy,mention
alemarro1991,ramonzamora89,mention
alemarro1991,statedept,mention
alemarro1991,luchopo81993102,reply
anti_chairosgt,barevalodeleon,mention
anti_chairosgt,guatemalagob,mention
anti_chairosgt,ubaldomacu,mention
anti_chairosgt,ubaldomacu,reply
pedroal59490837,barevalodeleon,mention
pedroal59490837,congresoguate,mention
pedroal59490837,guatemalagob,mention
pedroal59490837,mpguatemala,mention
pedroal59490837,nery_ramosr,mention
patrici07680625,barevalodeleon,mention
patrici07680625,chatagira,mention
patrici07680625,cncguatemala,mention
patrici07680625,guatemalagob,mention
patrici07680625,uclcgt,mention
patrici07680625,vicentecarrera_,mention
patrici07680625,vicentecarrera_,reply
luisroberto110,barevalodeleon,mention
reygiovvanny,barevalodeleon,mention
reygiovvanny,felixsinexcusas,mention
reygiovvanny,guatemalagob,mention
reygiovvanny,rafaelae1967,mention
reygiovvanny,rafaelae1967,reply
sivmenor,barevalodeleon,mention
sivmenor,felixsinexcusas,mention
sivmenor,guatemalagob,mention
sivmenor,rafaelae1967,mention
sivmenor,rafaelae1967,reply
luisroberto110,barevalodeleon,mention
luisroberto110,msemillagt,mention
luisroberto110,barevalodeleon,reply
maxmart91095509,barevalodeleon,mention
maxmart91095509,chatagira,mention
maxmart91095509,cncguatemala,mention
maxmart91095509,guatemalagob,mention
maxmart91095509,uclcgt,mention
maxmart91095509,vicentecarrera_,mention
maxmart91095509,vicentecarrera_,reply
maxmart91095509,barevalodeleon,mention
maxmart91095509,chatagira,mention
maxmart91095509,cncguatemala,mention
maxmart91095509,guatemalagob,mention
maxmart91095509,uclcgt,mention
maxmart91095509,vicentecarrera_,mention
maxmart91095509,vicentecarrera_,reply
_franciscorm,barevalodeleon,mention
_franciscorm,mpguatemala,mention
_franciscorm,santipalomov,mention
_franciscorm,ubaldomacu,mention
_franciscorm,ubaldomacu,reply
jprc10,barevalodeleon,mention
jprc10,chatagira,mention
jprc10,cncguatemala,mention
jprc10,guatemalagob,mention
jprc10,uclcgt,mention
jprc10,vicentecarrera_,mention
jprc10,vicentecarrera_,reply
wilsonpaxtor9,barevalodeleon,mention
wilsonpaxtor9,drewzecena,mention
wilsonpaxtor9,drewzecena,reply
marioal39238291,barevalodeleon,mention
marioal39238291,barevalodeleon,reply
rbravo95504588,barevalodeleon,mention
rbravo95504588,guatemalagob,mention
rbravo95504588,guatemalagob,reply
ubaldomacu,mpguatemala,mention
ubaldomacu,barevalodeleon,mention
ubaldomacu,ubaldomacu,reply
rbravo95504588,barevalodeleon,mention
rbravo95504588,barevalodeleon,reply
jul_sando_1962,barevalodeleon,mention
jul_sando_1962,mpguatemala,mention
jul_sando_1962,santipalomov,mention
jul_sando_1962,ubaldomacu,mention
jul_sando_1962,ubaldomacu,reply
luisroberto110,barevalodeleon,mention
luisroberto110,jeanlaeward,mention
luisroberto110,msemillagt,mention
luisroberto110,jeanlaeward,reply
fash123gt,barevalodeleon,mention
fash123gt,cacifguatemala,mention
fash123gt,soy_502,mention
fash123gt,soy_502,reply
patrici07680625,barevalodeleon,mention
patrici07680625,guatemalagob,mention
patrici07680625,santipalomov,mention
patrici07680625,scspgt,mention
patrici07680625,scspgt,reply
samemerz68789,_spguatemala,mention
samemerz68789,barevalodeleon,mention
samemerz68789,diariodeca,mention
samemerz68789,dtransitopnc,mention
samemerz68789,fjimenezmingob,mention
samemerz68789,guatemalagob,mention
samemerz68789,karen_sant35047,mention
samemerz68789,mingobguate,mention
samemerz68789,pncdeguatemala,mention
samemerz68789,karen_sant35047,reply
samemerz68789,_spguatemala,mention
samemerz68789,barevalodeleon,mention
samemerz68789,diariodeca,mention
samemerz68789,dtransitopnc,mention
samemerz68789,fjimenezmingob,mention
samemerz68789,guatemalagob,mention
samemerz68789,mingobguate,mention
samemerz68789,pncdeguatemala,mention
samemerz68789,fjimenezmingob,reply
michifiu23,barevalodeleon,mention
michifiu23,chatagira,mention
michifiu23,cncguatemala,mention
michifiu23,guatemalagob,mention
michifiu23,uclcgt,mention
michifiu23,vicentecarrera_,mention
michifiu23,vicentecarrera_,reply
gmawyner,barevalodeleon,mention
gmawyner,barevalodeleon,reply
ritaow,barevalodeleon,mention
ritaow,chatagira,mention
ritaow,cncguatemala,mention
ritaow,guatemalagob,mention
ritaow,jprc10,mention
ritaow,uclcgt,mention
ritaow,vicentecarrera_,mention
ritaow,jprc10,reply
manuelale69,barevalodeleon,mention
manuelale69,santipalomov,mention
haniasieradavid,barevalodeleon,mention
haniasieradavid,chatagira,mention
haniasieradavid,cncguatemala,mention
haniasieradavid,guatemalagob,mention
haniasieradavid,uclcgt,mention
haniasieradavid,vicentecarrera_,mention
haniasieradavid,vicentecarrera_,reply
imagini1957,barevalodeleon,mention
imagini1957,dictalord502_,mention
imagini1957,kile1992,mention
imagini1957,kile1992,reply
patrici07680625,barevalodeleon,mention
patrici07680625,mpguatemala,mention
patrici07680625,santipalomov,mention
patrici07680625,ubaldomacu,mention
patrici07680625,ubaldomacu,reply
claudia41696638,barevalodeleon,mention
claudia41696638,mpguatemala,mention
claudia41696638,santipalomov,mention
claudia41696638,ubaldomacu,mention
claudia41696638,ubaldomacu,reply
mariosaqui1,barevalodeleon,mention
mariosaqui1,chatagira,mention
mariosaqui1,cncguatemala,mention
mariosaqui1,guatemalagob,mention
mariosaqui1,uclcgt,mention
mariosaqui1,vicentecarrera_,mention
mariosaqui1,vicentecarrera_,reply
alvaingenieros,actualidadrt,mention
alvaingenieros,barevalodeleon,mention
alvaingenieros,dw_espanol,mention
alvaingenieros,embeselsalvador,mention
alvaingenieros,nytimeses,mention
alvaingenieros,pncdeguatemala,mention
alvaingenieros,uninoticias,mention
alvaingenieros,usembassysv,mention
alvaingenieros,vozdeamerica,mention
germanzzo,barevalodeleon,mention
germanzzo,mpguatemala,mention
germanzzo,santipalomov,mention
germanzzo,ubaldomacu,mention
germanzzo,ubaldomacu,reply
mynorslt,barevalodeleon,mention
mynorslt,guatemalagob,mention
mynorslt,ubaldomacu,mention
mynorslt,ubaldomacu,reply
jireharchila,barevalodeleon,mention
jireharchila,drewzecena,mention
jireharchila,drewzecena,reply
dipparlacengt,barevalodeleon,mention
dipparlacengt,chatagira,mention
dipparlacengt,congresoguate,mention
dipparlacengt,guatemalagob,mention
dipparlacengt,mcdguate,mention
dipparlacengt,mineducgt,mention
dipparlacengt,parlacen,mention
dipparlacengt,parlacen,reply
jobs0901,agn_noticias,mention
jobs0901,barevalodeleon,mention
jobs0901,diariodeca,mention
jobs0901,fjimenezmingob,mention
jobs0901,guatemalagob,mention
jobs0901,mingobguate,mention
jobs0901,pncdeguatemala,mention
jobs0901,radio_tgw,mention
jobs0901,fjimenezmingob,reply
gtsocrates86829,barevalodeleon,mention
gtsocrates86829,barevalodeleon,reply
ronaldmazarie11,barevalodeleon,mention
ronaldmazarie11,guatemalagob,mention
ronaldmazarie11,guatemalagob,reply
alex8084475921,_franciscorm,mention
alex8084475921,barevalodeleon,mention
alex8084475921,mpguatemala,mention
alex8084475921,santipalomov,mention
alex8084475921,ubaldomacu,mention
alex8084475921,_franciscorm,reply
donaldoalvr,barevalodeleon,mention
donaldoalvr,guatemalagob,mention
donaldoalvr,guatemalagob,reply
bullgarrafuerte,agn_noticias,mention
bullgarrafuerte,diariodeca,mention
bullgarrafuerte,erwin_fern84019,mention
bullgarrafuerte,fjimenezmingob,mention
bullgarrafuerte,guatemalagob,mention
bullgarrafuerte,mingobguate,mention
bullgarrafuerte,piero_coen,mention
bullgarrafuerte,pncdeguatemala,mention
bullgarrafuerte,radio_tgw,mention
bullgarrafuerte,traficogt,mention
bullgarrafuerte,erwin_fern84019,reply
javierr07772901,barevalodeleon,mention
javierr07772901,guatemalagob,mention
javierr07772901,guatemalagob,reply
wichomarg,_franciscorm,mention
wichomarg,barevalodeleon,mention
wichomarg,mpguatemala,mention
wichomarg,santipalomov,mention
wichomarg,ubaldomacu,mention
wichomarg,_franciscorm,reply
wichomarg,barevalodeleon,mention
wichomarg,mpguatemala,mention
wichomarg,patrici07680625,mention
wichomarg,santipalomov,mention
wichomarg,ubaldomacu,mention
wichomarg,patrici07680625,reply
wichomarg,barevalodeleon,mention
wichomarg,cquevedo1313,mention
wichomarg,mpguatemala,mention
wichomarg,santipalomov,mention
wichomarg,ubaldomacu,mention
wichomarg,cquevedo1313,reply
sergioporres2,barevalodeleon,mention
sergioporres2,mpguatemala,mention
sergioporres2,santipalomov,mention
sergioporres2,ubaldomacu,mention
sergioporres2,ubaldomacu,reply
cesarm01j,barevalodeleon,mention
cesarm01j,elakademicista,mention
cesarm01j,guatemalagob,mention
cesarm01j,quorumgt,mention
cesarm01j,santipalomov,mention
cesarm01j,elakademicista,reply
rafaelae1967,bancadasemilla,mention
rafaelae1967,barevalodeleon,mention
rafaelae1967,drewzecena,mention
rafaelae1967,drewzecena,reply
eg_gd26,barevalodeleon,mention
eg_gd26,chatagira,mention
eg_gd26,cncguatemala,mention
eg_gd26,guatemalagob,mention
eg_gd26,uclcgt,mention
eg_gd26,vicentecarrera_,mention
eg_gd26,vicentecarrera_,reply
hami417,barevalodeleon,mention
hami417,mpguatemala,mention
hami417,santipalomov,mention
hami417,ubaldomacu,mention
hami417,ubaldomacu,reply
alex8084475921,barevalodeleon,mention
alex8084475921,guatemalagob,mention
alex8084475921,guatemalagob,reply
rafaelae1967,barevalodeleon,mention
helen_amelie_,barevalodeleon,mention
helen_amelie_,guatemalagob,mention
helen_amelie_,guatemalagob,reply
superchapin7755,barevalodeleon,mention
superchapin7755,guatemalagob,mention
superchapin7755,guatemalagob,reply
marcoanmo72,barevalodeleon,mention
marcoanmo72,mpguatemala,mention
marcoanmo72,santipalomov,mention
marcoanmo72,ubaldomacu,mention
marcoanmo72,ubaldomacu,reply
olsenpsico,barevalodeleon,mention
ubaldomacu,barevalodeleon,mention
ubaldomacu,marcoanmo72,mention
ubaldomacu,mpguatemala,mention
ubaldomacu,santipalomov,mention
ubaldomacu,marcoanmo72,reply
_franciscorm,alex8084475921,mention
_franciscorm,barevalodeleon,mention
_franciscorm,mpguatemala,mention
_franciscorm,santipalomov,mention
_franciscorm,ubaldomacu,mention
_franciscorm,alex8084475921,reply
salem_joaquin,barevalodeleon,mention
salem_joaquin,mpguatemala,mention
salem_joaquin,santipalomov,mention
salem_joaquin,ubaldomacu,mention
salem_joaquin,ubaldomacu,reply
chinchinpopokom,barevalodeleon,mention
chinchinpopokom,olsenpsico,mention
chinchinpopokom,olsenpsico,reply
adrianvasq25812,agn_noticias,mention
adrianvasq25812,barevalodeleon,mention
adrianvasq25812,diariodeca,mention
adrianvasq25812,fjimenezmingob,mention
adrianvasq25812,guatemalagob,mention
adrianvasq25812,mingobguate,mention
adrianvasq25812,pncdeguatemala,mention
adrianvasq25812,radio_tgw,mention
adrianvasq25812,yoda_baganas,mention
adrianvasq25812,yoda_baganas,reply
axelgar56163124,barevalodeleon,mention
axelgar56163124,felixsinexcusas,mention
axelgar56163124,guatemalagob,mention
axelgar56163124,rafaelae1967,mention
axelgar56163124,rafaelae1967,reply
ertadivarius,barevalodeleon,mention
ertadivarius,barevalodeleon,reply
wvasquez2020,barevalodeleon,mention
wvasquez2020,nery_ramosr,mention
axelgar56163124,barevalodeleon,mention
axelgar56163124,chatagira,mention
axelgar56163124,cncguatemala,mention
axelgar56163124,guatemalagob,mention
axelgar56163124,uclcgt,mention
axelgar56163124,vicentecarrera_,mention
axelgar56163124,vicentecarrera_,reply
adrianvasq25812,barevalodeleon,mention
adrianvasq25812,guatemalagob,mention
adrianvasq25812,guatemalagob,reply
unchapincomun,barevalodeleon,mention
unchapincomun,mpguatemala,mention
unchapincomun,santipalomov,mention
unchapincomun,ubaldomacu,mention
unchapincomun,ubaldomacu,reply
57085652,barevalodeleon,mention
57085652,barevalodeleon,reply
luis26945054,barevalodeleon,mention
luis26945054,chatagira,mention
luis26945054,cncguatemala,mention
luis26945054,guatemalagob,mention
luis26945054,uclcgt,mention
luis26945054,vicentecarrera_,mention
luis26945054,vicentecarrera_,reply
adrianvasq25812,barevalodeleon,mention
adrianvasq25812,mpguatemala,mention
adrianvasq25812,santipalomov,mention
adrianvasq25812,ubaldomacu,mention
adrianvasq25812,ubaldomacu,reply
marco310367,barevalodeleon,mention
marco310367,mpguatemala,mention
marco310367,santipalomov,mention
marco310367,ubaldomacu,mention
marco310367,ubaldomacu,reply
roceguill_rg15,barevalodeleon,mention
roceguill_rg15,mpguatemala,mention
roceguill_rg15,santipalomov,mention
roceguill_rg15,ubaldomacu,mention
roceguill_rg15,ubaldomacu,reply
marco310367,barevalodeleon,mention
marco310367,guatemalagob,mention
marco310367,guatemalagob,reply
kechorizo,barevalodeleon,mention
kechorizo,c_smaldonado,mention
kechorizo,el_pais,mention
kechorizo,c_smaldonado,reply
derechairo502,barevalodeleon,mention
derechairo502,santipalomov,mention
derechairo502,santipalomov,reply
manuelcevans,barevalodeleon,mention
manuelcevans,guatemalagob,mention
manuelcevans,guatemalagob,reply
ositapanda9,barevalodeleon,mention
ositapanda9,barevalodeleon,reply
ositapanda9,barevalodeleon,mention
ositapanda9,guatemalagob,mention
ositapanda9,guatemalagob,reply
reny_rojaz,barevalodeleon,mention
reny_rojaz,mpguatemala,mention
reny_rojaz,santipalomov,mention
reny_rojaz,ubaldomacu,mention
reny_rojaz,ubaldomacu,reply
elrevoltijogt,bancadasemilla,mention
elrevoltijogt,barevalodeleon,mention
elrevoltijogt,fiscalgeneralgt,mention
elrevoltijogt,fiscalnvicto,mention
elrevoltijogt,mpguatemala,mention
elrevoltijogt,rcurruchic25741,mention
elrevoltijogt,samuel_pz,mention
elrevoltijogt,wuatemalteco,mention
elrevoltijogt,wuatemalteco,reply
elrevoltijogt,adollfo51,mention
elrevoltijogt,bancadasemilla,mention
elrevoltijogt,barevalodeleon,mention
elrevoltijogt,fiscalgeneralgt,mention
elrevoltijogt,fiscalnvicto,mention
elrevoltijogt,mpguatemala,mention
elrevoltijogt,rcurruchic25741,mention
elrevoltijogt,samuel_pz,mention
elrevoltijogt,adollfo51,reply
aldanav52139161,barevalodeleon,mention
aldanav52139161,mineducgt,mention
aldanav52139161,minfingt,mention
aldanav52139161,ubaldomacu,mention
aldanav52139161,ubaldomacu,reply
aldanav52139161,barevalodeleon,mention
aldanav52139161,guatemalagob,mention
aldanav52139161,guatemalagob,reply
centranewsgt,barevalodeleon,mention
cesi_soc,barevalodeleon,mention
cesi_soc,barevalodeleon,reply
hermelindomele3,barevalodeleon,mention
hermelindomele3,chatagira,mention
hermelindomele3,cncguatemala,mention
hermelindomele3,guatemalagob,mention
hermelindomele3,uclcgt,mention
hermelindomele3,vicentecarrera_,mention
hermelindomele3,vicentecarrera_,reply
elrevoltijogt,barevalodeleon,mention
elrevoltijogt,mineducgt,mention
elrevoltijogt,bancadasemilla,mention
elrevoltijogt,barevalodeleon,mention
elrevoltijogt,felixsinexcusas,mention
elrevoltijogt,uncosumicivi,mention
elmaschispudo,barevalodeleon,mention
elmaschispudo,miquelosj,mention
elmaschispudo,miquelosj,reply
elmaschispudo,barevalodeleon,mention
elmaschispudo,miquelosj,mention
elmaschispudo,mpguatemala,mention
elmaschispudo,ojguatemala,mention
elmaschispudo,progreso_latam,mention
elmaschispudo,miquelosj,reply
elrevoltijogt,bancadasemilla,mention
elrevoltijogt,barevalodeleon,mention
elrevoltijogt,congresoguate,mention
elrevoltijogt,nery_ramosr,mention
oemc311,barevalodeleon,mention
oemc311,guatemalagob,mention
oemc311,guatemalagob,reply
mununo57,barevalodeleon,mention
mununo57,drewzecena,mention
mununo57,drewzecena,reply
lessterrez,barevalodeleon,mention
lessterrez,felixsinexcusas,mention
lessterrez,guatemalagob,mention
lessterrez,rafaelae1967,mention
lessterrez,rafaelae1967,reply
patrici07680625,barevalodeleon,mention
patrici07680625,drgiammattei,mention
patrici07680625,jimmymoralesgt,mention
patrici07680625,ottoperezmolina,mention
patrici07680625,uclcgt,mention
patrici07680625,vicentecarrera_,mention
patrici07680625,vicentecarrera_,reply
anongtreloaded,mpguatemala,mention
kroldegarcia,barevalodeleon,mention
kroldegarcia,guatemalagob,mention
kroldegarcia,guatemalagob,reply
rcocinera,barevalodeleon,mention
rcocinera,mpguatemala,mention
rcocinera,odiliacatalan,mention
rcocinera,santipalomov,mention
rcocinera,ubaldomacu,mention
rcocinera,odiliacatalan,reply
rcocinera,barevalodeleon,mention
rcocinera,mpguatemala,mention
rcocinera,santipalomov,mention
rcocinera,ubaldomacu,mention
rcocinera,ubaldomacu,reply
marlissepo,barevalodeleon,mention
marlissepo,drgiammattei,mention
marlissepo,jimmymoralesgt,mention
marlissepo,ottoperezmolina,mention
marlissepo,uclcgt,mention
marlissepo,vicentecarrera_,mention
marlissepo,vicentecarrera_,reply
wale2953,barevalodeleon,mention
wale2953,chatagira,mention
wale2953,cncguatemala,mention
wale2953,guatemalagob,mention
wale2953,uclcgt,mention
wale2953,vicentecarrera_,mention
wale2953,vicentecarrera_,reply
eliseoraymundo,barevalodeleon,mention
eliseoraymundo,minsaludguate,mention
f4c4745470d54da,barevalodeleon,mention
f4c4745470d54da,mpguatemala,mention
f4c4745470d54da,santipalomov,mention
f4c4745470d54da,ubaldomacu,mention
f4c4745470d54da,ubaldomacu,reply
germanzzo,axelgar56163124,mention
germanzzo,barevalodeleon,mention
germanzzo,chatagira,mention
germanzzo,cncguatemala,mention
germanzzo,guatemalagob,mention
germanzzo,uclcgt,mention
germanzzo,vicentecarrera_,mention
germanzzo,axelgar56163124,reply
elanalistagt2,__vadertg,mention
elanalistagt2,barevalodeleon,mention
elanalistagt2,__vadertg,reply
buenafeilse,barevalodeleon,mention
buenafeilse,nabucod91213966,mention
buenafeilse,nabucod91213966,reply
walterm91033122,barevalodeleon,mention
walterm91033122,mpguatemala,mention
walterm91033122,santipalomov,mention
walterm91033122,ubaldomacu,mention
walterm91033122,ubaldomacu,reply
walterm91033122,barevalodeleon,mention
walterm91033122,mpguatemala,mention
walterm91033122,santipalomov,mention
walterm91033122,ubaldomacu,mention
walterm91033122,ubaldomacu,reply
foho240,barevalodeleon,mention
foho240,drgiammattei,mention
foho240,jimmymoralesgt,mention
foho240,ottoperezmolina,mention
foho240,uclcgt,mention
foho240,vicentecarrera_,mention
foho240,vicentecarrera_,reply
sivmenor,barevalodeleon,mention
sivmenor,chatagira,mention
sivmenor,cncguatemala,mention
sivmenor,guatemalagob,mention
sivmenor,maxmart91095509,mention
sivmenor,uclcgt,mention
sivmenor,vicentecarrera_,mention
sivmenor,maxmart91095509,reply
nenucosm81863,barevalodeleon,mention
nenucosm81863,congresoguate,mention
nenucosm81863,digby06,mention
nenucosm81863,nery_ramosr,mention
nenucosm81863,soyfdelrincon,mention
nenucosm81863,statedept,mention
nenucosm81863,statedeptspox,mention
nenucosm81863,ueguatemala,mention
nenucosm81863,volker_turk,mention
nenucosm81863,whaasstsecty,mention
isabellapa92060,barevalodeleon,mention
isabellapa92060,drgiammattei,mention
isabellapa92060,jimmymoralesgt,mention
isabellapa92060,ottoperezmolina,mention
isabellapa92060,rcurruchic25741,mention
isabellapa92060,uclcgt,mention
isabellapa92060,vicentecarrera_,mention
isabellapa92060,vicentecarrera_,reply
alexander8928,barevalodeleon,mention
alexander8928,mpguatemala,mention
alexander8928,santipalomov,mention
alexander8928,ubaldomacu,mention
alexander8928,ubaldomacu,reply
myriamgarc64056,barevalodeleon,mention
myriamgarc64056,guatemalagob,mention
myriamgarc64056,guatemalagob,reply
car_pin_,barevalodeleon,mention
car_pin_,guatemalagob,mention
car_pin_,guatemalagob,reply
hugogut65760873,barevalodeleon,mention
hugogut65760873,royalvaradogt,mention
hugogut65760873,royalvaradogt,reply
walterl45816039,barevalodeleon,mention
walterl45816039,guatemalagob,mention
walterl45816039,guatemalagob,reply
evs2020,barevalodeleon,mention
evs2020,mpguatemala,mention
evs2020,ubaldomacu,mention
